Date,Well,Well_Type,WaterRate,CasingHeadPressure,TubingHeadPressure,PumpSpeed,Torque,GasRate
11-04-2018,Well 2,Frac,327.17,180.72,127.05,99,113.58,34.27
12-04-2018,Well 2,Frac,327.85,145.04,125.75,99,114.32,30.76
13-04-2018,Well 2,Frac,327.81,145.04,125.75,99,115.06,28.65
14-04-2018,Well 2,Frac,328.08,145.04,125.75,99,115.06,19.51
15-04-2018,Well 2,Frac,327.4,42.93,125.75,99,114.32,19.51
16-04-2018,Well 2,Frac,326.63,43.22,121.4,99,111.37,18.77
17-04-2018,Well 2,Frac,333.14,43.51,85.43,99,100.31,17.35
18-04-2018,Well 2,Frac,325.66,43.08,76.87,99,98.83,18.16
19-04-2018,Well 2,Frac,323.93,41.92,76.87,99,99.57,20.26
20-04-2018,Well 2,Frac,324.04,42.35,74.98,99,99.57,18.83
21-04-2018,Well 2,Frac,324.8,41.63,75.42,99,99.57,18.64
22-04-2018,Well 2,Frac,325.77,41.77,74.4,99,99.57,17.92
23-04-2018,Well 2,Frac,327.29,41.92,72.95,99,100.31,18.49
24-04-2018,Well 2,Frac,327.35,42.5,72.66,99,100.31,18.53
25-04-2018,Well 2,Frac,327.62,42.64,71.5,99,100.31,18.11
26-04-2018,Well 2,Frac,327.4,42.93,70.34,99,99.57,18.69
27-04-2018,Well 2,Frac,326.74,44.38,69.47,99,100.31,20.7
28-04-2018,Well 2,Frac,326.29,44.67,67.44,99,99.57,23.43
29-04-2018,Well 2,Frac,326.3,43.95,65.12,99,97.36,22.92
30-04-2018,Well 2,Frac,327.53,44.53,63.24,99,97.36,21.99
01-05-2018,Well 2,Frac,329.22,44.24,62.51,99,94.41,22.17
02-05-2018,Well 2,Frac,329.41,43.51,62.37,99,94.41,22.55
03-05-2018,Well 2,Frac,329.64,43.66,62.37,99,94.41,23.15
04-05-2018,Well 2,Frac,329.64,44.09,62.37,99,93.67,24.79
05-05-2018,Well 2,Frac,329.61,44.09,60.92,99,92.93,25.46
06-05-2018,Well 2,Frac,329.36,44.09,60.92,99,92.93,26.5
07-05-2018,Well 2,Frac,329.11,43.8,60.63,99,92.93,27.02
08-05-2018,Well 2,Frac,328.65,43.22,60.34,99,93.67,27.24
09-05-2018,Well 2,Frac,329.18,43.08,60.34,99,92.93,26.61
10-05-2018,Well 2,Frac,329.07,43.51,59.76,99,92.93,27.18
11-05-2018,Well 2,Frac,329.06,44.96,59.61,99,92.93,28.13
12-05-2018,Well 2,Frac,328.91,44.67,59.18,99,95.88,30.51
13-05-2018,Well 2,Frac,329.36,45.11,59.18,99,94.41,30.93
14-05-2018,Well 2,Frac,329.1,45.4,59.18,99,93.67,31.95
15-05-2018,Well 2,Frac,329.24,45.25,58.74,99,95.15,34.07
16-05-2018,Well 2,Frac,329.07,45.4,58.31,99,92.93,36.24
17-05-2018,Well 2,Frac,328.9,45.69,58.16,99,92.93,38.08
18-05-2018,Well 2,Frac,328.79,45.69,58.02,99,93.67,39.31
19-05-2018,Well 2,Frac,328.58,45.98,57.87,99,95.15,39.31
20-05-2018,Well 2,Frac,328.55,46.12,60.63,99,95.15,40.53
21-05-2018,Well 2,Frac,328.77,46.12,59.9,99,95.15,41.35
22-05-2018,Well 2,Frac,328.69,46.27,59.9,99,95.88,41.95
23-05-2018,Well 2,Frac,328.62,48.3,59.03,99,95.15,42.6
24-05-2018,Well 2,Frac,328.59,49.46,58.89,99,94.41,43.18
25-05-2018,Well 2,Frac,328.34,49.89,58.6,99,93.67,44.04
26-05-2018,Well 2,Frac,328.24,49.89,58.74,99,95.15,45
27-05-2018,Well 2,Frac,328.09,49.46,58.89,99,97.36,46.61
28-05-2018,Well 2,Frac,328.09,49.75,63.09,99,97.36,47.23
29-05-2018,Well 2,Frac,328.04,49.75,61.5,99,96.62,48.54
30-05-2018,Well 2,Frac,328.1,50.18,61.5,99,96.62,49.65
31-05-2018,Well 2,Frac,328.01,50.33,60.19,99,98.1,50.8
01-06-2018,Well 2,Frac,328,51.05,60.19,99,98.83,52.37
02-06-2018,Well 2,Frac,328.19,50.76,60.19,99,98.83,53.83
03-06-2018,Well 2,Frac,328.81,51.2,64.83,99,99.57,55.93
04-06-2018,Well 2,Frac,328.81,51.05,65.7,99,99.57,57.61
05-06-2018,Well 2,Frac,327.44,51.05,65.12,99,98.83,58.49
06-06-2018,Well 2,Frac,327.27,51.63,63.38,99,98.83,58.26
07-06-2018,Well 2,Frac,327.88,51.34,62.37,99,98.1,56.53
08-06-2018,Well 2,Frac,327.69,51.34,62.08,99,98.1,55.78
09-06-2018,Well 2,Frac,327.61,51.34,60.92,99,97.36,55.76
10-06-2018,Well 2,Frac,327.38,52.07,60.92,99,97.36,55.45
11-06-2018,Well 2,Frac,327.22,52.07,60.63,99,96.62,55.4
12-06-2018,Well 2,Frac,327.2,52.21,60.77,99,98.1,55.4
13-06-2018,Well 2,Frac,327.34,51.2,61.35,99,98.1,56.31
14-06-2018,Well 2,Frac,327.26,51.78,61.35,99,98.1,57.35
15-06-2018,Well 2,Frac,327.18,51.63,61.06,99,98.1,58.97
16-06-2018,Well 2,Frac,327.2,52.5,60.77,99,99.57,61.93
17-06-2018,Well 2,Frac,327.24,52.36,60.92,99,100.31,61.93
18-06-2018,Well 2,Frac,327.13,52.65,60.63,99,102.52,64.17
19-06-2018,Well 2,Frac,327.37,51.34,60.63,99,103.26,65.05
20-06-2018,Well 2,Frac,327.3,52.36,60.48,99,103.26,67.3
21-06-2018,Well 2,Frac,327.24,52.5,60.34,99,101.05,68.85
22-06-2018,Well 2,Frac,326.99,53.08,60.05,99,99.57,71.9
23-06-2018,Well 2,Frac,326.54,81.66,59.9,99,98.83,74.37
24-06-2018,Well 2,Frac,325.65,134.74,60.19,99,101.05,77.31
25-06-2018,Well 2,Frac,326.03,166.5,68.75,99,101.78,174.32
26-06-2018,Well 2,Frac,326.13,150.11,69.91,99,102.52,110.24
27-06-2018,Well 2,Frac,325.32,145.04,68.6,99,105.47,117.04
28-06-2018,Well 2,Frac,325.07,145.04,67.01,99,107.68,133.61
29-06-2018,Well 2,Frac,325.02,145.04,65.56,99,104.73,145.3
30-06-2018,Well 2,Frac,325.73,145.04,64.25,99,104,150
01-07-2018,Well 2,Frac,326.36,145.04,63.38,99,104.73,150
02-07-2018,Well 2,Frac,326.07,145.04,67.88,99,106.95,154.17
03-07-2018,Well 2,Frac,325.95,145.04,66.57,99,107.68,154.67
04-07-2018,Well 2,Frac,325.95,145.04,65.7,99,107.68,154.34
05-07-2018,Well 2,Frac,326.28,145.04,64.83,99,106.95,152.96
06-07-2018,Well 2,Frac,326.13,145.04,63.67,99,106.95,152.96
07-07-2018,Well 2,Frac,326.26,145.04,63.09,99,106.95,151.59
08-07-2018,Well 2,Frac,326.26,145.04,62.66,99,109.9,151.17
09-07-2018,Well 2,Frac,326.5,145.04,61.93,99,110.63,148.34
10-07-2018,Well 2,Frac,326.7,145.04,66.43,99,112.11,146.93
11-07-2018,Well 2,Frac,325.36,145.04,66.28,99,111.37,146.85
12-07-2018,Well 2,Frac,325.06,145.04,65.56,99,110.63,146.85
13-07-2018,Well 2,Frac,325.44,145.04,65.56,99,110.63,146.37
14-07-2018,Well 2,Frac,325.8,145.04,66.72,99,112.11,146.55
15-07-2018,Well 2,Frac,325.81,145.04,67.01,99,114.32,146.55
16-07-2018,Well 2,Frac,326.29,145.04,67.01,99,112.85,147.98
17-07-2018,Well 2,Frac,325.65,145.04,67.73,99,114.32,148.47
18-07-2018,Well 2,Frac,325.65,145.04,68.31,99,112.85,148.47
19-07-2018,Well 2,Frac,325.65,145.04,68.89,99,112.85,148.93
20-07-2018,Well 2,Frac,326.65,145.04,69.91,99,113.58,149.42
21-07-2018,Well 2,Frac,326.65,145.04,70.92,99,115.06,149.19
22-07-2018,Well 2,Frac,327.49,145.04,71.79,99,115.8,148.25
23-07-2018,Well 2,Frac,328.18,145.04,72.37,99,115.8,147.26
24-07-2018,Well 2,Frac,328.4,145.04,71.65,99,115.06,147.12
25-07-2018,Well 2,Frac,328.47,145.04,70.34,99,115.06,146.07
26-07-2018,Well 2,Frac,346.97,145.04,69.18,106,123.17,146.23
27-07-2018,Well 2,Frac,346.97,145.04,68.89,109,118.01,153.19
28-07-2018,Well 2,Frac,357.28,145.04,68.75,109,116.53,152.39
29-07-2018,Well 2,Frac,357.63,145.04,69.18,109,118.75,147.61
30-07-2018,Well 2,Frac,357.78,145.04,69.33,109,118.75,143.09
31-07-2018,Well 2,Frac,358.86,145.04,69.33,109,122.44,138.17
01-08-2018,Well 2,Frac,360.27,145.04,69.76,109,118.75,127.65
02-08-2018,Well 2,Frac,360.96,145.04,70.34,109,118.75,133.9
03-08-2018,Well 2,Frac,360.6,145.04,70.05,109,118.75,134.88
04-08-2018,Well 2,Frac,360.38,145.04,69.76,109,121.7,136.89
05-08-2018,Well 2,Frac,360.13,145.04,69.33,109,118.75,134.13
06-08-2018,Well 2,Frac,359.64,145.04,68.89,109,118.01,136.32
07-08-2018,Well 2,Frac,358.68,145.04,68.46,109,118.75,135.96
08-08-2018,Well 2,Frac,378.58,145.04,69.33,115,128.34,136.48
09-08-2018,Well 2,Frac,378.58,145.04,70.92,115,128.34,139.33
10-08-2018,Well 2,Frac,391.05,145.04,71.5,119,125.39,144.31
11-08-2018,Well 2,Frac,392.44,145.04,70.2,119,124.65,139.19
12-08-2018,Well 2,Frac,392.18,145.04,68.02,119,123.91,137.41
13-08-2018,Well 2,Frac,390.65,145.04,64.98,119,124.65,138.74
14-08-2018,Well 2,Frac,391.17,145.04,63.24,119,124.65,138.74
15-08-2018,Well 2,Frac,392.69,145.04,63.38,119,124.65,138.74
16-08-2018,Well 2,Frac,391.66,145.04,66.43,119,121.7,137.95
17-08-2018,Well 2,Frac,389.15,145.04,67.73,119,122.44,138.8
18-08-2018,Well 2,Frac,390.76,145.04,69.62,119,123.17,138.26
19-08-2018,Well 2,Frac,392.23,145.04,70.34,119,120.96,141.01
20-08-2018,Well 2,Frac,392.26,145.04,70.2,119,127.6,143.46
21-08-2018,Well 2,Frac,392.27,145.04,70.49,119,129.07,146.41
22-08-2018,Well 2,Frac,392.27,145.04,70.34,119,125.39,146.41
23-08-2018,Well 2,Frac,392.19,145.04,70.49,119,123.91,127.58
24-08-2018,Well 2,Frac,391.91,145.04,71.5,119,122.44,128.46
25-08-2018,Well 2,Frac,391.17,145.04,72.52,119,124.65,128.42
26-08-2018,Well 2,Frac,390.88,145.04,72.66,119,126.12,129.13
27-08-2018,Well 2,Frac,390.93,145.04,72.52,119,123.91,130.87
28-08-2018,Well 2,Frac,391.16,145.04,73.1,119,124.65,133.17
29-08-2018,Well 2,Frac,391.06,145.04,73.39,119,123.17,139.84
30-08-2018,Well 2,Frac,391.17,145.04,73.97,119,132.02,145.8
31-08-2018,Well 2,Frac,391.62,145.04,72.81,119,126.12,133.18
01-09-2018,Well 2,Frac,392.06,145.04,73.39,119,123.91,126.2
02-09-2018,Well 2,Frac,390.87,145.04,73.24,119,123.91,120.84
03-09-2018,Well 2,Frac,390.86,145.04,74.11,119,125.39,129.81
04-09-2018,Well 2,Frac,389.39,145.04,74.11,119,123.17,127.35
05-09-2018,Well 2,Frac,388.98,145.04,73.82,119,123.17,109.9
06-09-2018,Well 2,Frac,387.83,145.04,73.68,119,123.17,122.57
07-09-2018,Well 2,Frac,388.21,145.04,73.39,119,124.65,130.96
08-09-2018,Well 2,Frac,388.66,145.04,72.81,119,123.91,138.33
09-09-2018,Well 2,Frac,389.36,145.04,72.81,119,124.65,142.96
10-09-2018,Well 2,Frac,389.36,145.04,72.81,119,125.39,147.19
11-09-2018,Well 2,Frac,388.96,145.04,72.66,119,125.39,150.36
12-09-2018,Well 2,Frac,388.84,145.04,74.4,119,126.12,152.67
13-09-2018,Well 2,Frac,389.05,145.04,74.69,119,127.6,154.86
14-09-2018,Well 2,Frac,389.42,145.04,74.84,119,126.12,156.97
15-09-2018,Well 2,Frac,388.99,145.04,74.84,119,127.6,158.41
16-09-2018,Well 2,Frac,387.81,145.04,74.69,119,128.34,160.94
17-09-2018,Well 2,Frac,387.29,145.04,68.31,119,129.81,164.57
18-09-2018,Well 2,Frac,387.6,145.04,66.72,119,127.6,160.84
19-09-2018,Well 2,Frac,387.17,145.04,67.3,119,128.34,163.64
20-09-2018,Well 2,Frac,386.85,145.04,66.86,119,126.86,165.35
21-09-2018,Well 2,Frac,386.88,145.04,66.43,119,123.91,107.92
22-09-2018,Well 2,Frac,387.2,145.04,66.86,119,123.91,112.71
23-09-2018,Well 2,Frac,386.98,145.04,67.3,119,123.91,121.91
24-09-2018,Well 2,Frac,386.79,145.04,67.73,119,125.39,130.68
25-09-2018,Well 2,Frac,387.61,145.04,68.46,119,126.86,144.58
26-09-2018,Well 2,Frac,388.9,145.04,68.89,119,130.55,151.03
27-09-2018,Well 2,Frac,389.64,145.04,68.75,119,129.07,154.34
28-09-2018,Well 2,Frac,389.6,145.04,69.04,119,129.07,143.08
29-09-2018,Well 2,Frac,389.09,145.04,68.6,119,129.81,146.29
30-09-2018,Well 2,Frac,388.58,145.04,68.46,119,127.6,152.04
01-10-2018,Well 2,Frac,388.23,145.04,67.88,119,126.86,156.09
02-10-2018,Well 2,Frac,387.94,145.04,68.17,119,127.6,159.42
03-10-2018,Well 2,Frac,388.63,145.04,67.88,119,127.6,160.51
04-10-2018,Well 2,Frac,387.98,145.04,67.73,119,125.39,143.48
05-10-2018,Well 2,Frac,387.23,145.04,67.73,119,128.34,143.48
06-10-2018,Well 2,Frac,387.96,145.04,67.73,119,126.86,153
07-10-2018,Well 2,Frac,388.13,145.04,68.17,119,129.81,153.88
08-10-2018,Well 2,Frac,388.99,145.04,68.02,119,129.81,158.66
09-10-2018,Well 2,Frac,388.21,145.04,68.02,119,126.86,161.55
10-10-2018,Well 2,Frac,388.74,145.04,68.46,119,130.55,152.51
11-10-2018,Well 2,Frac,389.35,145.04,68.75,119,127.6,158.26
12-10-2018,Well 2,Frac,389.2,145.04,68.6,119,128.34,162.92
13-10-2018,Well 2,Frac,389.43,145.04,68.02,119,133.5,163.74
14-10-2018,Well 2,Frac,390.23,145.04,68.31,119,130.55,163.43
15-10-2018,Well 2,Frac,390.21,145.04,68.46,119,129.81,159.35
16-10-2018,Well 2,Frac,390.22,145.04,68.46,119,131.29,162.85
17-10-2018,Well 2,Frac,389.77,145.04,67.44,119,132.02,162.84
18-10-2018,Well 2,Frac,389.45,145.04,67.44,119,130.55,167.52
19-10-2018,Well 2,Frac,389.58,145.04,67.59,119,132.02,169.08
20-10-2018,Well 2,Frac,389.77,145.04,67.59,119,132.76,170.73
21-10-2018,Well 2,Frac,390.23,145.04,67.59,119,134.97,169.16
22-10-2018,Well 2,Frac,390.23,145.04,67.59,119,132.76,169.16
23-10-2018,Well 2,Frac,390.33,145.04,67.88,119,126.86,169.16
24-10-2018,Well 2,Frac,390.02,145.04,68.02,119,130.55,154.53
25-10-2018,Well 2,Frac,390.01,145.04,68.02,119,129.81,160.28
26-10-2018,Well 2,Frac,390,145.04,67.88,119,128.34,163.61
27-10-2018,Well 2,Frac,390.14,145.04,67.88,119,128.34,155.82
28-10-2018,Well 2,Frac,390.18,145.04,67.73,119,126.86,159.4
29-10-2018,Well 2,Frac,390.3,145.04,68.17,119,129.07,157.41
30-10-2018,Well 2,Frac,390.08,145.04,68.31,119,131.29,154.36
31-10-2018,Well 2,Frac,390.56,145.04,68.17,119,131.29,156.63
01-11-2018,Well 2,Frac,390.63,145.04,68.6,119,132.02,159.29
02-11-2018,Well 2,Frac,390.41,145.04,71.36,119,133.5,159.29
03-11-2018,Well 2,Frac,391.02,145.04,74.26,119,133.5,170.31
04-11-2018,Well 2,Frac,391.43,145.04,75.71,119,132.76,175.69
05-11-2018,Well 2,Frac,391.46,145.04,77.16,119,132.76,175.37
06-11-2018,Well 2,Frac,418.68,145.04,77.16,119,134.97,175.37
07-11-2018,Well 2,Frac,418.68,145.04,81.22,119,136.45,199.5
08-11-2018,Well 2,Frac,423.66,145.04,79.63,129,138.66,199.5
09-11-2018,Well 2,Frac,423.66,145.04,73.82,129,138.66,202.29
10-11-2018,Well 2,Frac,423.99,145.04,70.63,129,137.92,203.53
11-11-2018,Well 2,Frac,423.43,145.04,69.91,129,140.87,210.11
12-11-2018,Well 2,Frac,423.52,145.04,70.49,129,136.45,212.6
13-11-2018,Well 2,Frac,423.47,145.04,70.49,129,138.66,212.25
14-11-2018,Well 2,Frac,453.59,145.04,78.32,138,152.68,214.3
15-11-2018,Well 2,Frac,453.59,145.04,79.19,139,143.82,225.37
16-11-2018,Well 2,Frac,456.91,145.04,79.92,139,147.51,227.34
17-11-2018,Well 2,Frac,457.01,145.04,80.21,139,143.82,225.14
18-11-2018,Well 2,Frac,456.89,145.04,80.21,139,145.3,226.84
19-11-2018,Well 2,Frac,457.17,145.04,80.93,139,148.99,229.08
20-11-2018,Well 2,Frac,485.43,145.04,83.4,139,155.63,230.61
21-11-2018,Well 2,Frac,485.43,145.04,83.54,149,149.73,225.67
22-11-2018,Well 2,Frac,490.44,145.04,83.98,149,149.73,224.77
23-11-2018,Well 2,Frac,490.49,145.04,83.83,149,151.94,232.31
24-11-2018,Well 2,Frac,490.71,145.04,83.83,149,151.94,237.3
25-11-2018,Well 2,Frac,490.72,145.04,83.69,149,151.94,237.3
26-11-2018,Well 2,Frac,490.95,145.04,83.98,149,157.1,235.78
27-11-2018,Well 2,Frac,490.55,145.04,83.98,149,151.94,240.45
28-11-2018,Well 2,Frac,490.47,145.04,84.27,149,150.46,244.06
29-11-2018,Well 2,Frac,490.6,145.04,84.7,149,150.46,222.95
30-11-2018,Well 2,Frac,490.47,145.04,84.27,149,153.41,233.16
01-12-2018,Well 2,Frac,490.55,145.04,83.98,149,152.68,243.59
02-12-2018,Well 2,Frac,490.68,145.04,83.69,149,154.89,239.42
03-12-2018,Well 2,Frac,490.68,145.04,83.54,149,152.68,239.42
04-12-2018,Well 2,Frac,490.52,145.04,83.4,149,152.68,239.24
05-12-2018,Well 2,Frac,490.75,145.04,83.4,149,156.36,237.16
06-12-2018,Well 2,Frac,491.22,145.04,83.54,149,155.63,236.59
07-12-2018,Well 2,Frac,516.12,145.04,86.15,157,155.63,239.1
08-12-2018,Well 2,Frac,516.12,145.04,86.15,159,161.53,255.39
09-12-2018,Well 2,Frac,524.01,145.04,87.31,159,162.26,248.4
10-12-2018,Well 2,Frac,523.99,145.04,87.02,159,163,249.69
11-12-2018,Well 2,Frac,523.96,145.04,87.02,159,163.74,251.65
12-12-2018,Well 2,Frac,523.57,145.04,87.02,159,163.74,254
13-12-2018,Well 2,Frac,523.62,145.04,86.44,159,163.74,257.2
14-12-2018,Well 2,Frac,523.74,145.04,85.14,159,165.95,265.21
15-12-2018,Well 2,Frac,524.17,145.04,84.85,159,164.48,262.43
16-12-2018,Well 2,Frac,524.37,145.04,85.43,159,164.48,267.51
17-12-2018,Well 2,Frac,524.07,145.04,85.43,159,166.69,277.02
18-12-2018,Well 2,Frac,524.15,145.04,85.72,159,166.69,276.46
19-12-2018,Well 2,Frac,523.8,145.04,85.57,159,165.95,277.45
20-12-2018,Well 2,Frac,523.7,145.04,85.28,159,168.16,279.42
21-12-2018,Well 2,Frac,523.7,145.04,85.14,159,166.69,283.34
22-12-2018,Well 2,Frac,523.93,145.04,84.85,159,167.43,287.66
23-12-2018,Well 2,Frac,524.01,145.04,85.28,159,166.69,288.05
24-12-2018,Well 2,Frac,523.96,145.04,84.56,159,163.74,267.72
25-12-2018,Well 2,Frac,524.19,145.04,84.85,159,167.43,263.5
26-12-2018,Well 2,Frac,524.22,145.04,84.99,159,165.95,277.9
27-12-2018,Well 2,Frac,524.42,145.04,84.99,159,165.95,277.54
28-12-2018,Well 2,Frac,524.62,145.04,84.27,159,165.95,285.53
29-12-2018,Well 2,Frac,524.6,145.04,83.4,159,163,264.65
30-12-2018,Well 2,Frac,524.58,145.04,84.56,159,165.21,274.87
31-12-2018,Well 2,Frac,524.81,145.04,84.85,159,166.69,274.87
30-03-2018,Well 3,Swell,224.8,218.57,79.48,68,101.78,139.82
31-03-2018,Well 3,Swell,331.06,290.08,116.18,99,145.3,139.82
01-04-2018,Well 3,Swell,331.06,290.08,115.01,99,143.82,120.42
02-04-2018,Well 3,Swell,331.87,290.08,112.69,99,141.61,111.33
03-04-2018,Well 3,Swell,332.37,290.08,117.05,99,140.87,95.2
04-04-2018,Well 3,Swell,332.76,290.08,119.22,99,143.09,82.31
05-04-2018,Well 3,Swell,332.7,290.08,113.13,99,143.09,68.62
06-04-2018,Well 3,Swell,333.53,290.08,115.01,99,143.09,57.91
07-04-2018,Well 3,Swell,332.04,290.08,93.98,99,138.66,54.97
08-04-2018,Well 3,Swell,333.66,290.08,90.65,99,137.92,53.46
09-04-2018,Well 3,Swell,333.57,290,91.52,99,137.92,49.38
10-04-2018,Well 3,Swell,333.82,179.85,90.21,99,138,45.81
11-04-2018,Well 3,Swell,334.65,145.18,101.82,99,138,61.46
12-04-2018,Well 3,Swell,335.11,145.18,105.88,99,142.35,55.08
13-04-2018,Well 3,Swell,334.96,145.18,105.88,99,145.3,57.02
14-04-2018,Well 3,Swell,333.98,145.18,105.88,99,145.3,56.71
15-04-2018,Well 3,Swell,335.17,145.18,106.89,99,144.56,54.46
16-04-2018,Well 3,Swell,336.28,43.37,106.31,99,143.82,48
17-04-2018,Well 3,Swell,336.67,43.66,103.56,99,143.09,45.59
18-04-2018,Well 3,Swell,337.37,43.37,101.82,99,144.56,44.85
19-04-2018,Well 3,Swell,337.44,42.06,95.29,99,143.82,43.08
20-04-2018,Well 3,Swell,336.86,42.35,70.49,99,134.24,42.37
21-04-2018,Well 3,Swell,335.19,41.77,64.98,99,132.02,42.26
22-04-2018,Well 3,Swell,332.26,41.92,66.28,99,132.76,40.32
23-04-2018,Well 3,Swell,333.03,41.92,65.12,99,132.76,40.89
24-04-2018,Well 3,Swell,331.91,42.5,63.09,99,132.76,42.32
25-04-2018,Well 3,Swell,331.55,42.79,62.37,99,133.5,40.74
26-04-2018,Well 3,Swell,331.82,43.22,61.64,99,134.97,40.26
27-04-2018,Well 3,Swell,332.14,44.53,61.5,99,135.71,40.99
28-04-2018,Well 3,Swell,332.2,44.82,60.92,99,134.97,40.3
29-04-2018,Well 3,Swell,332.79,44.09,60.63,99,134.24,38.91
30-04-2018,Well 3,Swell,333.16,44.09,61.35,99,137.19,38.77
01-05-2018,Well 3,Swell,333.97,44.38,59.18,99,136.45,39.15
02-05-2018,Well 3,Swell,332.44,43.66,58.16,99,136.45,39.5
03-05-2018,Well 3,Swell,329.79,43.8,56.42,99,136.45,41.17
04-05-2018,Well 3,Swell,326.51,44.24,54.97,99,136.45,41.17
05-05-2018,Well 3,Swell,331.26,44.24,53.95,99,135.71,40.79
06-05-2018,Well 3,Swell,331.26,44.24,53.23,99,136.45,41.15
07-05-2018,Well 3,Swell,331.24,43.95,52.65,99,134.97,39.28
08-05-2018,Well 3,Swell,331.28,43.37,52.5,99,137.19,39.61
09-05-2018,Well 3,Swell,331.23,43.22,52.5,99,136.45,36.23
10-05-2018,Well 3,Swell,331.14,43.66,53.81,99,135.71,37
11-05-2018,Well 3,Swell,330.99,45.25,53.95,99,137.19,39.06
12-05-2018,Well 3,Swell,330.68,44.96,53.95,99,140.14,42.51
13-05-2018,Well 3,Swell,330.59,45.4,53.23,99,138.66,40.13
14-05-2018,Well 3,Swell,330.72,45.83,52.79,99,139.4,38.35
15-05-2018,Well 3,Swell,330.69,45.69,51.78,99,138.66,38.08
16-05-2018,Well 3,Swell,330.8,45.69,51.05,99,139.4,39.88
17-05-2018,Well 3,Swell,330.77,46.12,50.91,99,137.92,40.26
18-05-2018,Well 3,Swell,330.88,46.12,50.33,99,137.92,38.68
19-05-2018,Well 3,Swell,330.88,46.56,50.33,99,139.4,40.13
20-05-2018,Well 3,Swell,330.83,46.7,50.18,99,138.66,44.88
21-05-2018,Well 3,Swell,330.88,46.7,50.18,99,140.14,49.41
22-05-2018,Well 3,Swell,330.81,46.7,50.04,99,140.14,49
23-05-2018,Well 3,Swell,330.66,48.73,49.75,99,140.14,49.08
24-05-2018,Well 3,Swell,330.63,49.89,49.75,99,140.14,44.56
25-05-2018,Well 3,Swell,330.72,50.47,49.6,99,140.14,44.94
26-05-2018,Well 3,Swell,330.67,50.33,49.6,99,141.61,47.17
27-05-2018,Well 3,Swell,330.64,50.33,49.6,99,142.35,46.41
28-05-2018,Well 3,Swell,330.63,49.89,60.05,99,143.09,44.37
29-05-2018,Well 3,Swell,328.19,49.89,61.35,99,143.82,45.31
30-05-2018,Well 3,Swell,327.38,50.04,59.47,99,143.82,47.89
31-05-2018,Well 3,Swell,329.97,50.04,59.47,99,143.82,48.24
01-06-2018,Well 3,Swell,330.24,50.04,59.47,99,147.51,47.58
02-06-2018,Well 3,Swell,330.37,50.47,66.86,99,150.46,47.58
03-06-2018,Well 3,Swell,329.86,50.76,74.98,99,153.41,33.96
04-06-2018,Well 3,Swell,329.86,50.76,74.98,99,149.73,37.49
05-06-2018,Well 3,Swell,329.86,50.76,68.46,99,148.25,38.9
06-06-2018,Well 3,Swell,330.46,50.76,61.21,99,148.25,41.73
07-06-2018,Well 3,Swell,327.25,51.05,68.89,99,152.68,41.66
08-06-2018,Well 3,Swell,327.25,51.2,68.89,99,152.68,39.98
09-06-2018,Well 3,Swell,328.95,51.05,77.16,99,153.41,39.98
10-06-2018,Well 3,Swell,328.13,51.78,83.83,99,153.41,38.97
11-06-2018,Well 3,Swell,329.93,51.78,60.77,99,149.73,38.23
12-06-2018,Well 3,Swell,325.07,51.92,58.74,99,148.99,37.99
13-06-2018,Well 3,Swell,323.63,50.91,57.73,99,149.73,37.29
14-06-2018,Well 3,Swell,322.23,51.49,55.11,99,150.46,41.22
15-06-2018,Well 3,Swell,324.15,51.34,69.47,99,153.41,41.2
16-06-2018,Well 3,Swell,393.03,52.36,66.28,118,174.8,41.52
17-06-2018,Well 3,Swell,393.03,52.21,55.98,119,171.85,90.64
18-06-2018,Well 3,Swell,401.48,52.36,54.97,119,173.33,89.9
19-06-2018,Well 3,Swell,401.71,51.05,56.13,119,172.59,84.65
20-06-2018,Well 3,Swell,422.45,52.07,62.37,127,181.44,81.09
21-06-2018,Well 3,Swell,446.35,52.07,62.37,134,188.82,99.2
22-06-2018,Well 3,Swell,446.35,52.36,56.71,134,180.7,113.86
23-06-2018,Well 3,Swell,442.67,51.92,75.85,134,189.55,103.59
24-06-2018,Well 3,Swell,446.42,51.05,86.59,134,191.03,104.85
25-06-2018,Well 3,Swell,446.88,50.18,48.73,134,177.01,104.66
26-06-2018,Well 3,Swell,444.73,49.89,48.3,134,174.06,101.28
27-06-2018,Well 3,Swell,445.29,50.33,65.56,134,182.18,103.63
28-06-2018,Well 3,Swell,449.37,49.6,64.4,134,185.13,105.15
29-06-2018,Well 3,Swell,448.74,50.04,64.25,134,179.23,110.06
30-06-2018,Well 3,Swell,449.15,50.76,63.82,134,177.75,111.57
01-07-2018,Well 3,Swell,449.86,49.89,62.95,134,177.75,110.45
02-07-2018,Well 3,Swell,450.13,50.47,62.08,134,182.18,113.95
03-07-2018,Well 3,Swell,450.65,50.04,60.77,134,186.6,113.46
04-07-2018,Well 3,Swell,450.65,50.18,59.61,134,187.34,117.73
05-07-2018,Well 3,Swell,451.05,50.62,59.03,134,183.65,117.63
06-07-2018,Well 3,Swell,451.27,50.62,64.11,132,180.7,118.78
07-07-2018,Well 3,Swell,445.08,50.91,64.11,134,179.97,112.35
08-07-2018,Well 3,Swell,445.08,50.47,66.14,134,185.13,118.94
09-07-2018,Well 3,Swell,453.4,50.33,65.12,134,188.82,119.21
