Date,Well,Well_Type,WaterRate,CasingHeadPressure,TubingHeadPressure,PumpSpeed,Torque,GasRate
10-01-2015,Well 10,Pre-perf,192,51,38,63,235,2
11-01-2015,Well 10,Pre-perf,308,43,31,67,235,37
12-01-2015,Well 10,Pre-perf,308,41,31,67,239,59
13-01-2015,Well 10,Pre-perf,309.09,40.53,29.9,67.04,238.86,59.69
14-01-2015,Well 10,Pre-perf,308.18,40.46,29.84,67.06,236.16,56.57
15-01-2015,Well 10,Pre-perf,308.18,40.46,29.84,67.06,236.16,56.57
16-01-2015,Well 10,Pre-perf,306.29,40.25,29.69,67.03,236.27,51.8
17-01-2015,Well 10,Pre-perf,306.36,40.24,29.67,67.02,235.41,50.32
18-01-2015,Well 10,Pre-perf,306.14,40.42,29.81,67.04,236.8,54.3
19-01-2015,Well 10,Pre-perf,306,41,30,67,242,63
20-01-2015,Well 10,Pre-perf,304.19,40.49,29.85,67.05,253.8,73.13
21-01-2015,Well 10,Pre-perf,301.13,40.51,29.85,67.04,255.88,84.02
22-01-2015,Well 10,Pre-perf,298.78,40.43,29.8,67.06,265.49,99.79
23-01-2015,Well 10,Pre-perf,297.07,40.43,29.78,67.07,273.24,112.97
24-01-2015,Well 10,Pre-perf,296.38,40.31,29.7,67.07,275.6,129.74
25-01-2015,Well 10,Pre-perf,294.02,40.35,29.72,67.05,277.81,150.71
26-01-2015,Well 10,Pre-perf,296.13,41.14,30.29,67.05,273.95,151.82
27-01-2015,Well 10,Pre-perf,293.11,41.37,30.45,67.08,280.13,164.34
28-01-2015,Well 10,Pre-perf,289.38,41.25,30.34,67.06,284.06,169.46
29-01-2015,Well 10,Pre-perf,288.95,41.26,30.36,67.05,287.72,171.09
30-01-2015,Well 10,Pre-perf,288.95,41.37,30.43,67.07,287,171.09
31-01-2015,Well 10,Pre-perf,289.69,42.2,31.04,67.04,288.25,175.26
01-02-2015,Well 10,Pre-perf,288.91,43.84,32.24,67.05,290.99,180.1
02-02-2015,Well 10,Pre-perf,288.11,43.82,32.22,67.06,295.45,183.93
03-02-2015,Well 10,Pre-perf,288,44,32,67,297,184
04-02-2015,Well 10,Pre-perf,287.77,41.32,30.41,67.07,297.72,182.79
05-02-2015,Well 10,Pre-perf,298,41,30,85,304,193
06-02-2015,Well 10,Pre-perf,355.12,42.17,31.1,84.23,332.14,238.82
07-02-2015,Well 10,Pre-perf,355.03,42.24,31.14,84.25,328.43,232.29
08-02-2015,Well 10,Pre-perf,357.72,43.47,32.05,84.25,321.38,223.66
09-02-2015,Well 10,Pre-perf,355.5,44.98,33.16,84.23,327.37,232.4
10-02-2015,Well 10,Pre-perf,352.16,48.62,35.82,84.21,332.85,242.29
11-02-2015,Well 10,Pre-perf,348.14,47.76,35.16,84.23,338.69,251.26
12-02-2015,Well 10,Pre-perf,349,47,35,84,340,257
13-02-2015,Well 10,Pre-perf,345.82,47.4,34.86,84.22,342.78,260.07
14-02-2015,Well 10,Pre-perf,344.23,47.62,35.02,84.25,348.81,259.69
15-02-2015,Well 10,Pre-perf,346.48,48.19,35.46,84.25,343.22,252.68
16-02-2015,Well 10,Pre-perf,346.98,47.48,34.93,84.25,344.41,258.15
17-02-2015,Well 10,Pre-perf,346.88,47.23,34.75,84.24,344.66,262.15
18-02-2015,Well 10,Pre-perf,343,48,35,84,348,266
19-02-2015,Well 10,Pre-perf,345.49,47.73,35.11,85.42,354.75,273.87
20-02-2015,Well 10,Pre-perf,366.43,47.09,34.65,91.71,372.87,299.88
21-02-2015,Well 10,Pre-perf,385,47,35,98,420,330
22-02-2015,Well 10,Pre-perf,385.57,47.81,35.19,98.36,389.16,338.71
23-02-2015,Well 10,Pre-perf,378,48,36,97,330,335
24-02-2015,Well 10,Pre-perf,370.39,48.98,35.99,95.21,398.14,339.45
25-02-2015,Well 10,Pre-perf,409.77,51.87,36,106.81,414.82,398.61
26-02-2015,Well 10,Pre-perf,409.77,51.87,36,109.62,417.18,398.61
27-02-2015,Well 10,Pre-perf,421.65,49.37,36.05,109.62,418.62,418.07
28-02-2015,Well 10,Pre-perf,432.11,55.28,40.33,109.65,399.03,379.39
01-03-2015,Well 10,Pre-perf,493.77,55.57,40.74,126.92,490.35,426.04
02-03-2015,Well 10,Pre-perf,547.8,57.23,42.03,137.92,435.97,441.12
03-03-2015,Well 10,Pre-perf,543.61,57.51,42.18,137.92,440.93,468.08
04-03-2015,Well 10,Pre-perf,554.15,57.02,41.79,137.94,418.74,435.89
05-03-2015,Well 10,Pre-perf,404.92,47.34,34.74,122.25,401.26,260.01
06-03-2015,Well 10,Pre-perf,553,48,35,138,430,470
07-03-2015,Well 10,Pre-perf,544.73,45.98,33.69,137.91,439.04,358.05
08-03-2015,Well 10,Pre-perf,537.87,52.44,38.39,137.93,439.92,326.97
09-03-2015,Well 10,Pre-perf,537,60,44,138,440,326
10-03-2015,Well 10,Pre-perf,535.19,60.82,44.46,137.93,441.61,331.42
11-03-2015,Well 10,Pre-perf,537.5,59.65,43.63,137.92,438.25,319.76
12-03-2015,Well 10,Pre-perf,532.74,67.63,49.44,137.94,450.6,316.83
13-03-2015,Well 10,Pre-perf,529.61,62.83,45.88,137.92,484.33,322.78
14-03-2015,Well 10,Pre-perf,525.03,63.87,46.6,137.94,469.78,327.11
15-03-2015,Well 10,Pre-perf,527,62,46,138,480,319
16-03-2015,Well 10,Pre-perf,481.99,66.88,48.86,126.64,448.51,298.53
17-03-2015,Well 10,Pre-perf,479.01,68.32,49.93,125.83,448.33,297.92
18-03-2015,Well 10,Pre-perf,479.01,68.32,50.32,129.14,455.47,297.92
19-03-2015,Well 10,Pre-perf,486.36,68.94,50.34,129.13,466.25,313.65
20-03-2015,Well 10,Pre-perf,482,70,51,129,466,317
21-03-2015,Well 10,Pre-perf,483.2,60.76,44.39,129.42,464.73,312.26
22-03-2015,Well 10,Pre-perf,483.39,61.55,44.92,129.45,462.12,303.74
23-03-2015,Well 10,Pre-perf,482.22,62.99,45.97,129.26,456.38,300.25
24-03-2015,Well 10,Pre-perf,479.6,67.49,49.25,129.11,457.45,298.5
25-03-2015,Well 10,Pre-perf,474.33,66.24,48.3,129.25,484.12,302.85
26-03-2015,Well 10,Pre-perf,478.06,59.32,43.21,129.59,475.22,310.58
27-03-2015,Well 10,Pre-perf,478,64,47,129,467,305
28-03-2015,Well 10,Pre-perf,477.84,64.32,46.89,129.08,468.56,305.41
29-03-2015,Well 10,Pre-perf,469.21,60.02,43.72,129.34,496.95,320.14
30-03-2015,Well 10,Pre-perf,462.94,62.04,45.12,129.16,514.74,320.68
31-03-2015,Well 10,Pre-perf,463.67,61.63,44.89,129.22,490.49,328.53
01-04-2015,Well 10,Pre-perf,455.83,63.6,46.28,129.17,509.74,331.72
02-04-2015,Well 10,Pre-perf,456.19,63.07,45.85,129.08,491.63,337.49
03-04-2015,Well 10,Pre-perf,449.35,62.07,45.13,129.03,536.6,340.13
04-04-2015,Well 10,Pre-perf,402.13,61.03,44.34,129.03,536.6,321.49
05-04-2015,Well 10,Pre-perf,431.41,60.32,43.9,119.25,427.58,303.6
06-04-2015,Well 10,Pre-perf,461.4,63.1,45.99,129.18,485.25,349.32
07-04-2015,Well 10,Pre-perf,458,62,45,129,504,344
08-04-2015,Well 10,Pre-perf,449.51,61.65,44.81,129.37,500.83,355.23
09-04-2015,Well 10,Pre-perf,440.72,62.94,45.74,129.01,513.62,363.78
10-04-2015,Well 10,Pre-perf,436.63,62.91,45.67,128.93,501.3,382.11
11-04-2015,Well 10,Pre-perf,433.6,62.76,45.62,127.5,492.12,376.47
12-04-2015,Well 10,Pre-perf,425.41,63.13,45.87,124.63,483.43,384.92
13-04-2015,Well 10,Pre-perf,418,58,42,124,506,396
14-04-2015,Well 10,Pre-perf,406.98,60.07,43.59,125.25,558.71,400.59
15-04-2015,Well 10,Pre-perf,397.99,64.22,46.57,125.02,551.52,399.38
16-04-2015,Well 10,Pre-perf,390.45,65.54,47.53,124.88,583.89,391.03
17-04-2015,Well 10,Pre-perf,395,65.75,47.76,122.72,519.74,385.26
18-04-2015,Well 10,Pre-perf,390.95,65.86,47.75,108.99,426.57,374.54
19-04-2015,Well 10,Pre-perf,320.48,60.94,44.2,113.95,462.33,265.07
20-04-2015,Well 10,Pre-perf,378,61,44,114,462,360
21-04-2015,Well 10,Pre-perf,377.08,57.82,42.06,114.88,465.37,323.24
22-04-2015,Well 10,Pre-perf,379.52,60.67,44.15,114.88,465.37,327.95
23-04-2015,Well 10,Pre-perf,368.04,60.77,44.18,113.79,489.6,332.16
24-04-2015,Well 10,Pre-perf,371.24,60.32,43.84,114.05,487.99,329.04
25-04-2015,Well 10,Pre-perf,365.13,58.72,42.68,112.18,479.14,329.25
26-04-2015,Well 10,Pre-perf,349,60,44,109,472,327
27-04-2015,Well 10,Pre-perf,345.86,60.86,44.06,108.44,480.56,325.36
28-04-2015,Well 10,Pre-perf,346.35,61.98,44.88,108.28,484.8,325.91
29-04-2015,Well 10,Pre-perf,347,63,46,108,480,328
30-04-2015,Well 10,Pre-perf,346.6,60.28,43.63,108.61,494.26,327.74
01-05-2015,Well 10,Pre-perf,340.99,59.78,43.26,108.61,490.67,335.27
02-05-2015,Well 10,Pre-perf,335.97,62.24,45.11,108.66,523.1,333.37
03-05-2015,Well 10,Pre-perf,343.84,62.82,45.54,108.35,471.79,325.28
04-05-2015,Well 10,Pre-perf,348,63,46,108,469,325
05-05-2015,Well 10,Pre-perf,349.13,62.92,45.66,108.34,473.94,325.86
06-05-2015,Well 10,Pre-perf,357.28,62.92,45.66,108.5,468.2,327.53
07-05-2015,Well 10,Pre-perf,355.08,62.92,45.66,108.44,464.5,326.12
08-05-2015,Well 10,Pre-perf,353.91,62.83,45.55,108.37,472.26,326.2
09-05-2015,Well 10,Pre-perf,350.49,62.84,45.54,108.51,479.84,323.92
10-05-2015,Well 10,Pre-perf,349,63,46,108,472,321
11-05-2015,Well 10,Pre-perf,348.35,63.29,45.87,108.25,479.94,320.8
12-05-2015,Well 10,Pre-perf,350.58,60.49,43.83,108.76,478.4,329.72
13-05-2015,Well 10,Pre-perf,355.22,58.72,42.56,108.9,475.24,331.12
14-05-2015,Well 10,Pre-perf,348.36,60.53,43.84,108.61,477.95,335.82
15-05-2015,Well 10,Pre-perf,345.51,61.47,44.52,108.46,484.54,337.04
16-05-2015,Well 10,Pre-perf,339.44,62.64,45.35,108.18,487.75,340.59
17-05-2015,Well 10,Pre-perf,354.18,56.45,40.95,109.25,486.21,328.4
18-05-2015,Well 10,Pre-perf,353,55,40,110,476,335
19-05-2015,Well 10,Pre-perf,357.13,55.96,40.6,109.65,472,340.92
20-05-2015,Well 10,Pre-perf,354.84,56.43,40.94,109.59,479.56,349.69
21-05-2015,Well 10,Pre-perf,346.8,56.98,41.3,109.55,486.66,354.54
22-05-2015,Well 10,Pre-perf,343.83,56.63,41,109.5,486.66,355.99
23-05-2015,Well 10,Pre-perf,345.15,50.05,36.24,109.8,505.96,364.62
24-05-2015,Well 10,Pre-perf,340,51,37,110,505,364
25-05-2015,Well 10,Pre-perf,339.1,52.53,38.02,109.81,512.18,365.74
26-05-2015,Well 10,Pre-perf,332.76,54.64,39.51,109.41,509.97,367.96
27-05-2015,Well 10,Pre-perf,332.76,54.64,39.51,108.57,501.43,367.96
28-05-2015,Well 10,Pre-perf,326.52,60.57,43.82,108.67,519.9,364.95
29-05-2015,Well 10,Pre-perf,324.21,61.55,44.53,108.28,507.98,367.26
30-05-2015,Well 10,Pre-perf,322.98,62.64,45.32,107.98,499.03,374.21
31-05-2015,Well 10,Pre-perf,318.56,62.72,45.38,107.86,499.8,378.88
01-06-2015,Well 10,Pre-perf,313,63,45,108,532,373
02-06-2015,Well 10,Pre-perf,313,63,45,106,548,373
03-06-2015,Well 10,Pre-perf,46,166,26,16,82,100
04-06-2015,Well 10,Pre-perf,345.79,55.51,40.37,104.31,398.91,259.49
05-06-2015,Well 10,Pre-perf,324.87,53.29,38.74,103.38,433.62,354.65
06-06-2015,Well 10,Pre-perf,315.21,52.38,38.04,102.57,467.99,347.65
07-06-2015,Well 10,Pre-perf,313.6,52.38,38.04,103.29,469.78,332.7
08-06-2015,Well 10,Pre-perf,329,52,38,107,486,358
09-06-2015,Well 10,Pre-perf,286.81,51.52,37.3,96.39,473.47,310.27
10-06-2015,Well 10,Pre-perf,255.6,50.42,36.58,87.08,431.87,274.39
11-06-2015,Well 10,Pre-perf,255.08,49.92,36.31,87.1,435.27,269.73
12-06-2015,Well 10,Pre-perf,268.24,49.76,36.14,90.35,448.18,278
13-06-2015,Well 10,Pre-perf,328.02,50.44,36.53,108.79,520.51,350.71
14-06-2015,Well 10,Pre-perf,328.02,50.44,36.53,109.66,529.08,350.71
15-06-2015,Well 10,Pre-perf,324,50,36,108,520,356
16-06-2015,Well 10,Pre-perf,314.86,52.65,38.05,109.06,522.2,361.68
17-06-2015,Well 10,Pre-perf,322.09,51.22,37.06,110.81,513.22,375.35
18-06-2015,Well 10,Pre-perf,311.94,53.01,38.34,110.86,535.14,389.57
19-06-2015,Well 10,Pre-perf,311.68,54.26,39.19,110.52,540.77,382.64
20-06-2015,Well 10,Pre-perf,309.19,53.42,38.6,111,533.12,383.81
21-06-2015,Well 10,Pre-perf,306,53,38,111,535,379
22-06-2015,Well 10,Pre-perf,302.96,53.79,38.86,110.44,519.02,376.73
23-06-2015,Well 10,Pre-perf,309.07,53.79,38.86,110.19,515.91,383.18
24-06-2015,Well 10,Pre-perf,306.08,52.17,37.67,110.76,511.89,395.94
25-06-2015,Well 10,Pre-perf,296.2,52.4,37.86,108.5,505.63,385.92
26-06-2015,Well 10,Pre-perf,292.17,54.14,39.09,107.75,516.34,373.91
27-06-2015,Well 10,Pre-perf,294.56,54.42,39.29,107.39,513.45,372.05
28-06-2015,Well 10,Pre-perf,292,55,40,108,511,375
29-06-2015,Well 10,Pre-perf,294.19,57.23,41.38,110.41,525.72,382.89
30-06-2015,Well 10,Pre-perf,288.23,60.18,43.56,111.69,547.24,383.28
01-07-2015,Well 10,Pre-perf,284.36,63.67,46.09,112.01,549.34,379.01
02-07-2015,Well 10,Pre-perf,282.34,63.21,45.69,111.91,535.77,380.84
03-07-2015,Well 10,Pre-perf,75.97,52.77,38.18,45.36,222.1,188.57
04-07-2015,Well 10,Pre-perf,164.67,74.16,36.53,58.32,218.08,176.06
05-07-2015,Well 10,Pre-perf,308,57,41,111,446,340
06-07-2015,Well 10,Pre-perf,308.02,56.97,41.35,111.6,479.57,339.69
07-07-2015,Well 10,Pre-perf,296.76,57.96,42.01,111.49,480.18,362.15
08-07-2015,Well 10,Pre-perf,288.44,58.44,42.32,111.64,498.9,350.42
09-07-2015,Well 10,Pre-perf,290.96,58.39,42.31,111.92,493.45,357.55
10-07-2015,Well 10,Pre-perf,287.23,58.58,42.42,111.91,508.95,357.41
11-07-2015,Well 10,Pre-perf,287.58,58.41,42.3,111.92,506.33,360.61
12-07-2015,Well 10,Pre-perf,288.33,57.49,41.59,111.92,506.33,357.07
13-07-2015,Well 10,Pre-perf,287.3,54.78,39.65,111.87,490.37,354.5
14-07-2015,Well 10,Pre-perf,285.45,53.96,39.02,111.87,501.65,350.75
15-07-2015,Well 10,Pre-perf,285.45,53.96,39.02,111.74,505.16,350.75
16-07-2015,Well 10,Pre-perf,283.58,53.96,39.02,111.74,505.16,352.18
17-07-2015,Well 10,Pre-perf,283.58,53.96,39.02,81.87,505.16,352.18
18-07-2015,Well 10,Pre-perf,273.14,53.97,39.04,109.65,484.69,367.05
19-07-2015,Well 10,Pre-perf,275.77,53.98,39.04,109.97,479.82,350.27
20-07-2015,Well 10,Pre-perf,282.56,53.98,39.05,109.97,479.82,349.44
21-07-2015,Well 10,Pre-perf,282.56,54.33,39.29,109.78,479.82,349.44
22-07-2015,Well 10,Pre-perf,281.36,55.67,40.23,109.67,498.58,354.13
23-07-2015,Well 10,Pre-perf,274.37,56.31,40.71,109.68,495.6,354.25
24-07-2015,Well 10,Pre-perf,265.33,56.71,41.01,109.67,496.16,355.1
25-07-2015,Well 10,Pre-perf,269.15,56.39,40.77,109.67,496.16,357.34
26-07-2015,Well 10,Pre-perf,272.53,56.84,41.12,109.71,489.24,361.25
27-07-2015,Well 10,Pre-perf,272.96,57.12,41.31,109.67,489.03,350.05
28-07-2015,Well 10,Pre-perf,267.06,57.51,41.55,109.68,495.37,342.34
29-07-2015,Well 10,Pre-perf,265.88,57.21,41.36,109.66,493.2,338.45
30-07-2015,Well 10,Pre-perf,267.54,56.97,41.28,109.66,477.21,342.18
31-07-2015,Well 10,Pre-perf,264.36,56.78,41.15,109.63,483.39,342.83
01-08-2015,Well 10,Pre-perf,264.65,57.08,41.34,109.64,486.76,342.63
02-08-2015,Well 10,Pre-perf,254.56,56.16,40.68,109.64,495.73,338.27
03-08-2015,Well 10,Pre-perf,250.65,56.41,40.85,109.65,501.98,335.06
04-08-2015,Well 10,Pre-perf,251.52,57.11,41.32,109.64,503.93,336.01
05-08-2015,Well 10,Pre-perf,253.63,57.78,41.79,109.69,503.51,331.52
06-08-2015,Well 10,Pre-perf,251.72,59.33,42.87,109.66,486.23,330.99
07-08-2015,Well 10,Pre-perf,243.51,60.13,43.47,109.67,484.89,326.93
08-08-2015,Well 10,Pre-perf,241.38,56.96,41.29,109.68,490.64,322.43
09-08-2015,Well 10,Pre-perf,240.67,55.47,40.23,109.66,490.47,322.83
10-08-2015,Well 10,Pre-perf,238.99,55.82,40.52,109.67,486.75,320.76
11-08-2015,Well 10,Pre-perf,238.25,56.93,41.3,109.64,476.25,322.42
12-08-2015,Well 10,Pre-perf,99.34,153.59,31.18,0,200,0
13-08-2015,Well 10,Pre-perf,246.6,40.47,40.32,0,446,324.75
14-08-2015,Well 10,Pre-perf,243.13,40.03,39.74,0,464,323.55
15-08-2015,Well 10,Pre-perf,234.47,40.47,40.18,0,486,314.18
16-08-2015,Well 10,Pre-perf,233.75,40.32,39.74,0,479,309.94
17-08-2015,Well 10,Pre-perf,230.52,40.9,40.47,0,480,303.49
18-08-2015,Well 10,Pre-perf,227.08,41.19,39.74,0,472,302.14
19-08-2015,Well 10,Pre-perf,147.57,124.73,36.69,0,278,175.76
20-08-2015,Well 10,Pre-perf,232.44,39.16,39.02,0,456,297.03
21-08-2015,Well 10,Pre-perf,228.29,39.16,39.02,0,464,304.27
22-08-2015,Well 10,Pre-perf,245.06,40.9,40.47,115,485,336.45
23-08-2015,Well 10,Pre-perf,251.72,41.19,40.61,119,495,352.23
24-08-2015,Well 10,Pre-perf,246.93,41.48,40.9,119,495,336.76
25-08-2015,Well 10,Pre-perf,241.8,43.08,42.5,0,500,329.18
26-08-2015,Well 10,Pre-perf,240.16,43.37,42.79,0,494,321.67
27-08-2015,Well 10,Pre-perf,238.53,41.77,41.19,119,504,320.07
28-08-2015,Well 10,Pre-perf,233.32,41.48,41.05,119,515,318.21
29-08-2015,Well 10,Pre-perf,231.69,41.05,40.61,119,499,313.73
30-08-2015,Well 10,Pre-perf,226.56,41.05,40.76,119,506,313
31-08-2015,Well 10,Pre-perf,226.61,40.47,40.18,119,494,310.59
01-09-2015,Well 10,Pre-perf,221.9,41.77,41.34,119,497,305.83
02-09-2015,Well 10,Pre-perf,155.53,38.87,38.44,82,337,256.25
08-09-2015,Well 10,Pre-perf,257.83,44.67,44.24,125,426,203.19
09-09-2015,Well 10,Pre-perf,190.12,38.14,38.14,104,396,166.91
10-09-2015,Well 10,Pre-perf,172.23,36.69,36.69,98,389,163.96
11-09-2015,Well 10,Pre-perf,234.96,38.87,38.58,118,436,241.77
12-09-2015,Well 10,Pre-perf,262.55,39.6,39.16,129,505,277.84
13-09-2015,Well 10,Pre-perf,255.11,39.6,39.02,129,511,275.52
14-09-2015,Well 10,Pre-perf,75.4,35.39,34.81,37,145,161.42
16-09-2015,Well 10,Pre-perf,5.07,32.63,32.05,0,2,108.67
25-09-2015,Well 10,Pre-perf,4.39,32.34,31.18,0,1,92.54
29-11-2015,Well 10,Pre-perf,241.44,35.53,35.39,136,378,110.06
30-11-2015,Well 10,Pre-perf,204.43,39.02,39.31,127,368,87.34
01-12-2015,Well 10,Pre-perf,220.14,42.93,43.22,132,354,86.66
02-12-2015,Well 10,Pre-perf,224.84,41.92,42.21,134,351,89.65
03-12-2015,Well 10,Pre-perf,223.62,43.95,44.09,135,348,92.92
04-12-2015,Well 10,Pre-perf,223.8,44.82,45.11,135,367,96.15
05-12-2015,Well 10,Pre-perf,222.43,38,38.14,134,329,100.32
06-12-2015,Well 10,Pre-perf,232.08,41.63,41.77,140,330,108.08
07-12-2015,Well 10,Pre-perf,237.38,43.66,43.8,144,328,121.69
08-12-2015,Well 10,Pre-perf,238.09,41.77,41.92,144,342,141.41
09-12-2015,Well 10,Pre-perf,225.52,41.34,41.48,144,331,151.89
10-12-2015,Well 10,Pre-perf,220.82,39.89,39.89,144,349,160.4
11-12-2015,Well 10,Pre-perf,74.74,39.16,38.73,44,117,107.93
14-12-2015,Well 10,Pre-perf,6.65,34.52,33.79,0,1,40.22
22-12-2015,Well 10,Pre-perf,7.34,32.34,2.03,0,1,42.09
18-02-2016,Well 10,Pre-perf,146.08,59.03,47.14,39,75.97,33.65
19-02-2016,Well 10,Pre-perf,255.19,64.98,65.27,100,245.61,105.54
20-02-2016,Well 10,Pre-perf,240.51,64.98,64.98,100,221.27,99.16
21-02-2016,Well 10,Pre-perf,236.3,64.98,64.98,100,209.47,101.04
22-02-2016,Well 10,Pre-perf,234.43,64.98,64.98,100,196.93,106.33
23-02-2016,Well 10,Pre-perf,232.42,64.98,64.98,100,191.03,111.3
24-02-2016,Well 10,Pre-perf,231.08,64.98,64.98,100,191.03,114.39
25-02-2016,Well 10,Pre-perf,230.2,64.98,64.98,100,194.72,117.02
26-02-2016,Well 10,Pre-perf,229.61,64.98,64.98,100,189.55,119.96
27-02-2016,Well 10,Pre-perf,230.3,64.98,64.98,100,188.82,124.57
28-02-2016,Well 10,Pre-perf,227.48,64.98,64.98,100,193.24,127.09
29-02-2016,Well 10,Pre-perf,225.31,64.98,64.98,100,193.98,128.71
01-03-2016,Well 10,Pre-perf,221.23,64.98,64.98,100,200.62,129.62
02-03-2016,Well 10,Pre-perf,221.23,64.98,64.98,100,203.57,129.62
03-03-2016,Well 10,Pre-perf,217.18,64.98,64.98,100,189.55,131.66
04-03-2016,Well 10,Pre-perf,217.18,64.98,64.98,100,188.08,131.66
05-03-2016,Well 10,Pre-perf,213.01,64.98,64.98,100,186.6,136.26
06-03-2016,Well 10,Pre-perf,213.48,64.98,64.98,100,163.74,139.84
07-03-2016,Well 10,Pre-perf,211.48,64.98,64.98,100,170.38,144.32
08-03-2016,Well 10,Pre-perf,223.55,64.98,64.98,106,207.99,150.32
09-03-2016,Well 10,Pre-perf,242.21,64.98,64.98,115,234.54,169.52
10-03-2016,Well 10,Pre-perf,238.67,64.98,64.98,115,222.74,174.33
11-03-2016,Well 10,Pre-perf,237.76,64.98,64.98,115,216.84,178.38
12-03-2016,Well 10,Pre-perf,237.76,65.12,64.83,115,219.79,178.38
13-03-2016,Well 10,Pre-perf,234.85,65.12,64.83,115,217.58,179.73
14-03-2016,Well 10,Pre-perf,234.14,65.12,64.83,115,215.37,179.53
15-03-2016,Well 10,Pre-perf,234.14,65.12,64.83,117,200.62,179.53
16-03-2016,Well 10,Pre-perf,249.26,64.98,64.83,120,185.13,187.74
17-03-2016,Well 10,Pre-perf,252.04,64.98,64.98,121,186.6,194.06
18-03-2016,Well 10,Pre-perf,259.6,64.98,64.83,125,193.24,203.36
19-03-2016,Well 10,Pre-perf,258.4,64.98,64.98,125,192.5,207.2
20-03-2016,Well 10,Pre-perf,257.29,64.98,64.98,125,192.5,203.62
21-03-2016,Well 10,Pre-perf,257.29,64.98,64.83,125,194.72,191.5
22-03-2016,Well 10,Pre-perf,256.05,64.98,64.83,125,196.19,184.8
23-03-2016,Well 10,Pre-perf,255.72,64.98,64.83,125,196.19,178.51
24-03-2016,Well 10,Pre-perf,255.44,64.98,64.83,125,197.67,175.11
25-03-2016,Well 10,Pre-perf,254.94,65.12,64.83,125,196.19,173.19
26-03-2016,Well 10,Pre-perf,259.48,65.12,64.98,125,197.67,172.9
27-03-2016,Well 10,Pre-perf,255.01,65.12,64.98,125,197.67,173.86
28-03-2016,Well 10,Pre-perf,252.63,64.98,64.69,125,196.93,174.77
29-03-2016,Well 10,Pre-perf,257.71,59.32,59.18,128,196.93,181.99
30-03-2016,Well 10,Pre-perf,314.73,37.42,37.85,140,198.4,202.35
31-03-2016,Well 10,Pre-perf,304.52,38.87,39.02,140,200.62,201.78
01-04-2016,Well 10,Pre-perf,304.52,39.45,39.74,140,204.3,203.96
02-04-2016,Well 10,Pre-perf,301.94,37.71,37.85,140,203.57,206.24
03-04-2016,Well 10,Pre-perf,301.75,36.26,36.4,140,205.04,210.95
04-04-2016,Well 10,Pre-perf,304.59,38.14,38.29,140,206.52,217.24
05-04-2016,Well 10,Pre-perf,304.59,38.14,37.85,140,207.25,220.95
06-04-2016,Well 10,Pre-perf,302.04,37.71,37.85,140,209.47,225.95
07-04-2016,Well 10,Pre-perf,299.52,37.27,37.42,140,209.47,236.55
08-04-2016,Well 10,Pre-perf,299.03,37.42,37.56,140,212.42,237.15
09-04-2016,Well 10,Pre-perf,295.47,38,38.14,140,213.89,239.06
10-04-2016,Well 10,Pre-perf,295.9,38,38.14,140,214.63,242.68
11-04-2016,Well 10,Pre-perf,293.24,37.85,38,140,216.11,245.73
12-04-2016,Well 10,Pre-perf,291.81,39.31,39.31,140,217.58,249.12
13-04-2016,Well 10,Pre-perf,303.53,40.18,40.32,140,217.58,256.58
14-04-2016,Well 10,Pre-perf,303.53,40.03,40.03,140,218.32,261.87
15-04-2016,Well 10,Pre-perf,301.75,37.85,38,140,218.32,266.43
16-04-2016,Well 10,Pre-perf,294.73,37.85,38,140,217.58,270.75
17-04-2016,Well 10,Pre-perf,294.02,37.71,37.71,140,220.53,274.21
18-04-2016,Well 10,Pre-perf,291.78,37.27,37.27,140,221.27,277.28
19-04-2016,Well 10,Pre-perf,292.75,37.56,37.42,140,223.48,281.93
20-04-2016,Well 10,Pre-perf,289.16,36.98,36.98,140,222.01,289.57
21-04-2016,Well 10,Pre-perf,291.65,36.98,36.98,140,222.01,289.57
22-04-2016,Well 10,Pre-perf,292.38,36.4,36.4,140,225.69,294.7
23-04-2016,Well 10,Pre-perf,292.8,36.4,36.4,140,225.69,287.7
24-04-2016,Well 10,Pre-perf,287.24,35.39,35.39,140,227.91,287.25
25-04-2016,Well 10,Pre-perf,284.67,36.11,35.97,140,230.12,286.37
26-04-2016,Well 10,Pre-perf,285.24,36.11,35.97,140,231.59,285.83
27-04-2016,Well 10,Pre-perf,285.56,35.69,35.63,140,231.59,285.83
28-04-2016,Well 10,Pre-perf,280.47,35.66,35.61,140,231.59,288.66
29-04-2016,Well 10,Pre-perf,284.68,37.4,37.35,140,231.59,292.11
30-04-2016,Well 10,Pre-perf,282.09,36.63,36.55,140,233.07,296.82
01-05-2016,Well 10,Pre-perf,280.33,36.63,36.55,140,233.81,300.47
02-05-2016,Well 10,Pre-perf,279.18,36.69,36.61,140,233.81,304.35
03-05-2016,Well 10,Pre-perf,280.62,36.68,36.55,140,236.02,307.47
04-05-2016,Well 10,Pre-perf,277.16,37.63,37.47,140,236.76,305.79
05-05-2016,Well 10,Pre-perf,277.44,37.63,37.47,140,237.5,312.94
06-05-2016,Well 10,Pre-perf,274.24,39.3,39.16,140,236.76,315.09
07-05-2016,Well 10,Pre-perf,270.66,39.3,39.16,140,238.97,324.24
08-05-2016,Well 10,Pre-perf,269.55,39.16,39.01,140,239.71,327.69
09-05-2016,Well 10,Pre-perf,271.49,38.84,38.69,140,239.71,326.82
