,Date,actual,forecast,ID
279,2015-12-01,410.32,424.4189331706664,279
280,2015-12-02,435.4,424.0104559484193,280
281,2015-12-03,441.58,449.5825705293948,281
282,2015-12-04,466.62,455.97410261743613,282
283,2015-12-05,471.96,481.3776822181693,283
284,2015-12-06,492.58,486.87498705906404,284
285,2015-12-07,507.06,508.21392957843864,285
286,2015-12-08,495.12,523.4663291049826,286
287,2015-12-09,494.73,511.61852360681013,287
288,2015-12-10,505.59,510.9814688869844,288
289,2015-12-11,524.12,522.176789494574,289
290,2015-12-12,519.82,540.5518960269162,290
291,2015-12-13,521.0,535.9373117269613,291
292,2015-12-14,523.37,536.7526073093297,292
293,2015-12-15,527.11,538.9582094019031,293
294,2015-12-16,519.45,542.5428432859026,294
295,2015-12-17,514.67,534.9682851160399,295
296,2015-12-18,529.97,530.713502597084,296
297,2015-12-19,539.6,545.8409125122007,297
298,2015-12-20,540.45,555.3110522891202,298
299,2015-12-21,542.61,556.3511610064807,299
300,2015-12-22,545.49,558.1984751244224,300
301,2015-12-23,545.98,561.2119986715991,301
302,2015-12-24,548.19,561.7323715214861,302
303,2015-12-25,544.11,564.3143042594081,303
304,2015-12-26,568.74,559.7947973687392,304
305,2015-12-27,580.44,584.7163997194602,305
306,2015-12-28,592.44,596.3827570725837,306
307,2015-12-29,595.67,608.3838872995709,307
308,2015-12-30,602.77,611.5008367784617,308
309,2015-12-31,613.91,618.4118506285458,309
310,2016-01-01,607.13,629.7966319269374,310
311,2016-01-02,609.71,622.8248026318827,311
312,2016-01-03,650.36,625.5525013657616,312
313,2016-01-04,713.82,667.1426837807057,313
314,2016-01-05,741.05,731.2815237788066,314
315,2016-01-06,741.87,758.7279956085852,315
316,2016-01-07,737.18,759.4393866753337,316
317,2016-01-08,740.52,753.8198858114602,317
318,2016-01-09,774.6,757.0482408510911,318
319,2016-01-10,804.09,791.8858728691403,319
320,2016-01-11,815.95,821.8560483957101,320
321,2016-01-12,811.46,833.6521803749711,321
322,2016-01-13,810.06,829.4978855978673,322
323,2016-01-14,813.35,827.6827564974915,323
324,2016-01-15,820.96,830.9215612097212,324
325,2016-01-16,812.62,838.3727055826305,325
326,2016-01-17,818.35,829.8280294931687,326
327,2016-01-18,819.47,835.5972503338587,327
328,2016-01-19,815.88,836.8344688186644,328
329,2016-01-20,815.88,833.312337221395,329
330,2016-01-21,834.64,832.8634240154561,330
331,2016-01-22,829.33,851.7868009568829,331
332,2016-01-23,833.97,846.5550449965053,332
333,2016-01-24,844.73,851.1499847424977,333
334,2016-01-25,852.8,861.9030947505228,334
335,2016-01-26,855.05,870.0249804657287,335
336,2016-01-27,874.74,872.607948542598,336
337,2016-01-28,890.25,892.3009682073778,337
338,2016-01-29,880.94,907.9553582977367,338
339,2016-01-30,880.18,898.7041874116765,339
340,2016-01-31,881.66,897.8731692965655,340
341,2016-02-01,873.33,899.0204190352238,341
342,2016-02-02,898.73,890.746245863277,342
343,2016-02-03,874.34,916.4222479006366,343
344,2016-02-04,887.33,892.1868002671285,344
345,2016-02-05,879.81,904.7222897032702,345
346,2016-02-06,883.99,897.2777028738167,346
347,2016-02-07,879.83,901.2205742090202,347
348,2016-02-08,888.9,897.1258859272928,348
349,2016-02-09,888.15,906.1609661227778,349
350,2016-02-10,886.83,905.5390349236791,350
351,2016-02-11,889.41,904.1766356130086,351
352,2016-02-12,884.22,906.3884861030122,352
353,2016-02-13,888.41,901.1837362655381,353
354,2016-02-14,891.49,905.7055851674513,354
355,2016-02-15,920.49,908.6745770329487,355
356,2016-02-16,913.8,937.8329741151051,356
357,2016-02-17,938.53,930.9993963712034,357
358,2016-02-18,933.22,955.7399660159149,358
359,2016-02-19,918.06,950.3262133390792,359
360,2016-02-20,934.7,935.2178299718539,360
361,2016-02-21,935.02,951.6758564577583,361
362,2016-02-22,930.31,951.961695624386,362
363,2016-02-23,915.35,947.1621348907433,363
364,2016-02-24,925.27,932.1631133146398,364
365,2016-02-25,941.64,942.2961570415985,365
366,2016-02-26,952.31,958.6821627268673,366
367,2016-02-27,967.15,969.2479756597909,367
368,2016-02-28,971.8,984.1897795834061,368
369,2016-02-29,969.47,988.7511635878004,369
370,2016-03-01,962.2,986.3533019353829,370
371,2016-03-02,968.96,978.9591976238905,371
372,2016-03-03,1054.09,985.7892936907597,372
373,2016-03-04,1058.56,1071.585502593704,373
374,2016-03-05,1053.56,1075.9998619630076,374
375,2016-03-06,1053.56,1070.817992378517,375
376,2016-03-07,1050.9,1070.848542711637,376
377,2016-03-08,1050.9,1068.0695513039873,377
378,2016-03-09,1028.64,1068.0540880798753,378
379,2016-03-10,1028.64,1046.4940340301162,379
380,2016-03-11,1027.17,1046.1481187458485,380
381,2016-03-12,1027.17,1044.0188380851205,381
382,2016-03-13,1014.15,1043.998494183833,382
383,2016-03-14,1009.03,1030.8045631575496,383
384,2016-03-15,1015.67,1025.6462573838344,384
385,2016-03-16,1005.39,1032.3230734757842,385
386,2016-03-17,998.85,1021.9802460279996,386
387,2016-03-18,993.57,1015.4488262201585,387
388,2016-03-19,982.5,1009.8758124385165,388
389,2016-03-20,982.5,998.6911788101975,389
390,2016-03-21,974.21,998.7202624930478,390
391,2016-03-22,979.34,990.3880363926521,391
392,2016-03-23,984.89,995.7165844453125,392
393,2016-03-24,1007.55,1001.0970499216487,393
394,2016-03-25,994.05,1023.6878983393472,394
395,2016-03-26,1002.48,1010.541302942943,395
396,2016-03-27,1030.59,1018.8859301959451,396
397,2016-03-28,1056.68,1047.0302065922804,397
398,2016-03-29,1074.77,1072.9686800150248,398
399,2016-03-30,1083.19,1091.0873957853885,399
400,2016-03-31,1086.82,1099.155858890153,400
401,2016-04-01,1063.83,1102.4593635404929,401
402,2016-04-02,1071.96,1079.5934176154537,402
403,2016-04-03,1083.96,1087.6351643950823,403
404,2016-04-04,1089.14,1099.164548386682,404
405,2016-04-05,1086.0,1104.668547400696,405
406,2016-04-06,1077.21,1101.7226350165774,406
407,2016-04-07,1097.17,1092.2960726447202,407
408,2016-04-08,1079.18,1111.972670082193,408
409,2016-04-09,1075.09,1093.9697147934373,409
410,2016-04-10,1098.0,1090.1128949285385,410
411,2016-04-11,1112.64,1112.7630226914505,411
412,2016-04-12,1125.07,1127.9685067637668,412
413,2016-04-13,1162.51,1140.3982371827324,413
414,2016-04-14,1144.57,1177.964344738736,414
415,2016-04-15,1139.63,1160.00951475028,415
416,2016-04-16,1148.04,1154.6830458585825,416
417,2016-04-17,1131.69,1162.9603834753398,417
418,2016-04-18,1155.43,1146.8730482431306,418
419,2016-04-19,1215.81,1170.1583105801883,419
420,2016-04-20,1226.67,1231.2428448861754,420
421,2016-04-21,1226.67,1242.1914838012926,421
422,2016-04-22,1181.05,1241.5646502229106,422
423,2016-04-23,1263.07,1195.9491691722867,423
424,2016-04-24,1360.07,1276.1104533351795,424
425,2016-04-25,1330.87,1375.4040236555165,425
426,2016-04-26,1321.1,1346.3313368144948,426
427,2016-04-27,1321.1,1335.7193485732803,427
428,2016-04-28,1282.48,1335.3122913773661,428
429,2016-04-29,1339.57,1297.3661777452708,429
430,2016-04-30,1363.05,1354.5241642152696,430
431,2016-05-01,1355.1,1377.957858247101,431
432,2016-05-02,1316.68,1369.2311921058729,432
433,2016-05-03,1267.11,1330.942564583233,433
434,2016-05-04,1282.95,1280.9607078332785,434
435,2016-05-05,1292.49,1296.658827397399,435
436,2016-05-06,1241.07,1306.1739165505069,436
437,2016-05-07,1287.7,1255.3039906095187,437
438,2016-05-08,1275.56,1302.0133972352394,438
439,2016-05-09,1251.79,1289.61691128364,439
440,2016-05-10,1240.5,1265.4086152933598,440
441,2016-05-11,1255.23,1253.960067372613,441
442,2016-05-12,1238.82,1268.8700548671554,442
443,2016-05-13,1262.82,1252.1345142075154,443
444,2016-05-14,1240.3,1276.4267859704298,444
445,2016-05-15,1255.4,1253.6366225672025,445
446,2016-05-16,1262.58,1268.939749376507,446
447,2016-05-17,1232.68,1275.9882022755532,447
448,2016-05-18,1237.74,1245.5984892949623,448
449,2016-05-19,1270.3,1250.5892945691423,449
450,2016-05-20,1274.19,1283.6236344509566,450
451,2016-05-21,1252.12,1287.4525042120777,451
452,2016-05-22,1236.08,1265.0369236845033,452
453,2016-05-23,1235.36,1248.7236575786053,453
454,2016-05-24,1246.92,1248.1790837009778,454
455,2016-05-25,1255.17,1259.8340064370766,455
456,2016-05-26,1246.43,1268.1154882594067,456
457,2016-05-27,1249.17,1259.2123789432264,457
458,2016-05-28,1209.02,1261.9210514003407,458
459,2016-05-29,1227.06,1221.5187966516212,459
460,2016-05-30,1226.11,1239.7956657528114,460
461,2016-05-31,1258.61,1238.6836823428196,461
462,2016-06-01,1290.86,1271.4641446296341,462
463,2016-06-02,1287.05,1303.772106856326,463
464,2016-06-03,1338.77,1299.8983788306148,464
465,2016-06-04,1319.5,1351.7726222752624,465
466,2016-06-05,1290.56,1332.3192074337687,466
467,2016-06-06,1301.04,1303.06496851934,467
468,2016-06-07,1248.67,1313.5453542755758,468
469,2016-06-08,1258.1,1261.101756380012,469
470,2016-06-09,1330.85,1270.468217159332,470
471,2016-06-10,1348.8,1343.49337265675,471
472,2016-06-11,1313.68,1361.513037656093,472
473,2016-06-12,1335.38,1325.9532728038348,473
474,2016-06-13,1355.74,1347.7054393478986,474
475,2016-06-14,1354.87,1368.185343517585,475
476,2016-06-15,1359.04,1367.28483397768,476
477,2016-06-16,1375.78,1371.4689825126175,477
478,2016-06-17,1406.95,1388.4374457781694,478
479,2016-06-18,1396.94,1419.8527846682478,479
480,2016-06-19,1394.3,1409.567271855295,480
481,2016-06-20,1413.77,1406.8038441168903,481
482,2016-06-21,1436.96,1426.3513537969118,482
483,2016-06-22,1439.78,1449.733097769538,483
484,2016-06-23,1442.8,1452.6880366286216,484
485,2016-06-24,1450.14,1455.4222174646077,485
486,2016-06-25,1445.83,1462.7431557835023,486
487,2016-06-26,1474.21,1458.3622570779125,487
488,2016-06-27,1474.21,1486.7921411684881,488
489,2016-06-28,1483.19,1486.3099634938578,489
490,2016-06-29,1475.62,1495.3021863130562,490
491,2016-06-30,1462.74,1487.541972551016,491
492,2016-07-01,1445.75,1474.6292086006174,492
493,2016-07-02,1440.85,1457.340962421994,493
494,2016-07-03,1417.43,1452.7264488927935,494
495,2016-07-04,1437.59,1429.272399903425,495
496,2016-07-05,1500.12,1450.7818888638046,496
497,2016-07-06,1456.62,1512.9442285317189,497
498,2016-07-07,1410.17,1469.0774474524571,498
499,2016-07-08,1389.52,1422.2622008733704,499
500,2016-07-09,1367.74,1401.278402657827,500
501,2016-07-10,1336.81,1379.4669045729509,501
502,2016-07-11,1295.96,1348.746671040464,502
503,2016-07-12,1274.01,1307.6599641938465,503
504,2016-07-13,1301.77,1286.0988541670035,504
505,2016-07-14,1265.94,1313.956660031585,505
506,2016-07-15,1248.1,1277.648859396744,506
507,2016-07-16,1248.1,1259.9060534084101,507
508,2016-07-17,1266.08,1259.716371698139,508
509,2016-07-18,1299.06,1278.556398549245,509
510,2016-07-19,1242.71,1310.862897126914,510
511,2016-07-20,1261.63,1253.826403582935,511
512,2016-07-21,1287.09,1273.1289533417523,512
513,2016-07-22,1288.14,1298.8186675973284,513
514,2016-07-23,1295.02,1299.6456917334522,514
515,2016-07-24,1282.62,1306.709706010839,515
516,2016-07-25,1291.68,1294.2730943150766,516
517,2016-07-26,1293.77,1303.3488369536617,517
518,2016-07-27,1290.33,1305.3749903875278,518
519,2016-07-28,1287.15,1301.910584593233,519
520,2016-07-29,1269.9,1298.566509185079,520
521,2016-07-30,1261.66,1281.2989304722673,521
522,2016-07-31,1266.45,1273.1341258735954,522
523,2016-08-01,1266.45,1278.0702712462685,523
